Order_ID,Order_Date,City,State,Category,Sub_Category,Product_Name,Brand,Quantity,Unit_Price,Discount,Sales,Profit,Customer_Type,Delivery_Time_Min,Payment_Method,Rating
B1587,2026-04-12,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,3,605,10,1633.5,257.35,New,19,Wallet,4.7
B1588,2026-02-04,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,3,375,15,956.25,216.31,Returning,24,Cash,3.6
B1589,2026-01-10,Jaipur,Rajasthan,Snacks,Snacks,Biscuits,Britannia,3,506,0,1518,265.86,New,30,UPI,3.2
B1590,2026-05-24,Jaipur,Rajasthan,Fruits,Fruits,Apple,Fresh,3,311,15,793.05,156.93,Returning,36,Cash,3.3
B1591,2026-06-04,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,1,770,5,731.5,95.3,Returning,48,Credit Card,3.5
B1592,2026-04-04,Pune,Maharashtra,Beverages,Beverages,Juice,Real,1,433,0,433,37.41,New,53,Credit Card,4.2
B1593,2026-06-15,Jaipur,Rajasthan,Fruits,Fruits,Apple,Fresh,6,549,15,2799.9,626.55,New,48,Wallet,3.9
B1594,2026-01-02,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,5,303,15,1287.75,291.72,Returning,22,Credit Card,4.3
B1595,2026-06-01,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,4,373,0,1492,153.98,Returning,55,Wallet,4.3
B1596,2026-01-25,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,1,295,20,236,37.47,Returning,16,Wallet,4.3
B1597,2026-05-23,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,5,450,5,2137.5,265.46,Returning,41,Credit Card,4.4
B1598,2026-04-25,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,4,423,15,1438.2,146.02,New,15,Cash,3.3
B1599,2026-04-24,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,3,49,10,132.3,14.92,New,38,Wallet,3.3
B1600,2026-04-21,Jaipur,Rajasthan,Fruits,Fruits,Apple,Fresh,5,408,5,1938,369.99,Returning,30,Cash,3.1
B1601,2026-06-19,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,1,501,20,400.8,34.26,New,24,Wallet,4.7
B1602,2026-06-14,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,3,617,0,1851,319.32,New,18,UPI,4.9
B1603,2026-04-27,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,8,393,20,2515.2,329.88,Returning,18,Wallet,3.5
B1604,2026-06-06,Jaipur,Rajasthan,Beverages,Beverages,Juice,Real,1,255,15,216.75,43.36,Returning,26,Cash,3.9
B1605,2026-05-08,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,2,794,0,1588,345.11,Returning,36,UPI,4.4
B1606,2026-03-06,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,3,243,15,619.65,150.77,New,24,Cash,4.2
B1607,2026-05-17,Delhi,Delhi,Dairy,Dairy,Milk,Amul,7,284,5,1888.6,394.17,New,59,UPI,5
B1608,2026-05-15,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,5,237,15,1007.25,85.4,Returning,55,Cash,3.8
B1609,2026-05-18,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,4,482,0,1928,192.8,Returning,16,Credit Card,4.7
B1610,2026-04-16,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,7,71,15,422.45,74.73,Returning,51,UPI,4.5
B1611,2026-04-03,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,8,346,15,2352.8,546.22,Returning,24,Wallet,4.1
B1612,2026-05-20,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,7,263,15,1564.85,250.1,New,18,Cash,4
B1613,2026-01-09,Mumbai,Maharashtra,Fruits,Fruits,Banana,Fresh,2,307,5,583.3,130.48,New,23,UPI,4.7
B1614,2026-03-15,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,7,481,5,3198.65,380.15,New,17,Credit Card,4.1
B1615,2026-05-08,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,5,388,15,1649,387.96,Returning,60,Credit Card,3.6
B1616,2026-01-05,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,8,419,20,2681.6,387.92,New,53,UPI,3.2
B1617,2026-05-30,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,8,361,5,2743.6,546.8,Returning,45,Cash,4.6
B1618,2026-05-02,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,3,313,5,892.05,182.25,Returning,59,UPI,4.1
B1619,2026-04-09,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,5,113,10,508.5,48.62,Returning,41,Cash,4.2
B1620,2026-01-23,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,6,590,0,3540,615.46,Returning,30,Cash,5
B1621,2026-01-22,Delhi,Delhi,Beverages,Beverages,Juice,Real,5,125,15,531.25,60.7,New,45,UPI,3
B1622,2026-04-29,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,7,436,5,2899.4,637.98,New,14,UPI,3.8
B1623,2026-06-02,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,7,41,15,243.95,47.75,Returning,11,Cash,3.4
B1624,2026-03-11,Ahmedabad,Gujarat,Grocery,Grocery,Atta,Aashirvaad,3,611,20,1466.4,119.29,New,14,Cash,3.1
B1625,2026-02-02,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,1,563,20,450.4,91.77,New,47,Credit Card,4.1
B1626,2026-05-18,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,5,178,20,712,72.49,Returning,54,Wallet,4.8
B1627,2026-01-11,Bengaluru,Karnataka,Fruits,Fruits,Banana,Fresh,7,798,20,4468.8,959.28,Returning,27,Credit Card,3.1
B1628,2026-05-08,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,4,738,15,2509.2,455.78,New,40,Cash,3.1
B1629,2026-01-30,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,1,506,15,430.1,53.84,New,38,Cash,4.4
B1630,2026-02-18,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,1,788,0,788,98.91,Returning,25,Cash,4
B1631,2026-06-07,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,7,95,15,565.25,92.29,Returning,14,Wallet,4.4
B1632,2026-06-19,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,2,623,20,996.8,164.83,New,41,Cash,3.3
B1633,2026-01-19,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,8,738,15,5018.4,757.59,New,45,Credit Card,4.2
B1634,2026-06-21,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,5,490,5,2327.5,502.6,New,24,Cash,3.1
B1635,2026-03-12,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,1,634,20,507.2,74.24,New,48,UPI,4.9
B1636,2026-02-01,Jaipur,Rajasthan,Snacks,Snacks,Biscuits,Britannia,7,300,10,1890,264.78,Returning,33,UPI,3.5
B1637,2026-06-06,Jaipur,Rajasthan,Beverages,Beverages,Juice,Real,2,699,0,1398,132.62,Returning,54,UPI,4.4
B1638,2026-01-20,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,5,760,0,3800,642.97,New,36,Credit Card,4.4
B1639,2026-01-14,Pune,Maharashtra,Snacks,Snacks,Biscuits,Britannia,3,780,15,1989,247.64,New,35,Wallet,4.9
B1640,2026-05-21,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,2,358,5,680.2,124.53,Returning,41,Cash,4.8
B1641,2026-04-25,Mumbai,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,8,502,15,3413.6,636.16,Returning,17,UPI,3.3
B1642,2026-05-31,Delhi,Delhi,Dairy,Dairy,Milk,Amul,2,193,5,366.7,60.66,Returning,29,Cash,3.1
B1643,2026-01-14,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,4,684,20,2188.8,459.06,New,27,Wallet,3.4
B1644,2026-03-20,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,8,269,0,2152,218.87,New,11,Cash,3.6
B1645,2026-05-19,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,2,753,5,1430.7,339.79,New,48,Cash,4
B1646,2026-01-22,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,7,132,20,739.2,155.08,New,55,Wallet,4.8
B1647,2026-05-06,Ahmedabad,Gujarat,Snacks,Snacks,Chips,Lay's,3,756,0,2268,455.85,New,28,Credit Card,3.8
B1648,2026-06-16,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,5,710,0,3550,372.92,Returning,13,Credit Card,4.2
B1649,2026-01-13,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,2,607,5,1153.3,172.75,New,47,Credit Card,4.4
B1650,2026-05-08,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,8,416,20,2662.4,451.32,Returning,17,Cash,4.3
B1651,2026-04-05,Ahmedabad,Gujarat,Beverages,Beverages,Juice,Real,1,229,20,183.2,30.66,Returning,14,Cash,4.3
B1652,2026-01-12,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,8,37,15,251.6,49.46,New,54,Cash,4.1
B1653,2026-02-24,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,2,571,20,913.6,146.35,Returning,46,Credit Card,4.3
B1654,2026-06-28,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,2,255,5,484.5,103.17,Returning,37,Wallet,4.6
B1655,2026-03-24,Pune,Maharashtra,Beverages,Beverages,Juice,Real,5,632,15,2686,357.72,New,39,UPI,3.1
B1656,2026-02-01,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,8,499,20,3193.6,637.78,New,33,Credit Card,4.7
B1657,2026-04-27,Pune,Maharashtra,Snacks,Snacks,Biscuits,Britannia,4,389,20,1244.8,282.31,Returning,10,Wallet,4.4
B1658,2026-01-21,Pune,Maharashtra,Beverages,Beverages,Juice,Real,7,365,5,2427.25,235.94,New,28,Credit Card,4.4
B1659,2026-03-31,Mumbai,Maharashtra,Fruits,Fruits,Apple,Fresh,4,122,0,488,79.26,Returning,59,Credit Card,3.5
B1660,2026-01-08,Pune,Maharashtra,Fruits,Fruits,Banana,Fresh,8,266,20,1702.4,370.67,Returning,38,Wallet,4.1
B1661,2026-04-05,Ahmedabad,Gujarat,Dairy,Dairy,Curd,Mother Dairy,8,634,0,5072,487.81,New,13,Cash,4.5
B1662,2026-05-05,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,5,313,5,1486.75,271.84,Returning,27,UPI,4.3
B1663,2026-04-19,Ahmedabad,Gujarat,Grocery,Grocery,Atta,Aashirvaad,8,117,5,889.2,133.99,Returning,54,Wallet,3.7
B1664,2026-04-09,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,3,76,5,216.6,53.55,New,10,UPI,4.7
B1665,2026-03-17,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,7,335,0,2345,219.91,New,56,Credit Card,3
B1666,2026-02-23,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,1,445,20,356,42.69,Returning,26,Cash,3.2
B1667,2026-05-30,Jaipur,Rajasthan,Grocery,Grocery,Atta,Aashirvaad,7,131,0,917,142.92,New,43,Wallet,4
B1668,2026-04-04,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,7,74,5,492.1,106.95,New,35,Credit Card,4.9
B1669,2026-06-07,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,8,119,10,856.8,90.25,New,46,Credit Card,4.9
B1670,2026-05-13,Ahmedabad,Gujarat,Snacks,Snacks,Chips,Lay's,5,478,15,2031.5,473.6,Returning,15,Wallet,4.3
B1671,2026-01-14,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,6,199,15,1014.9,225.89,Returning,18,Credit Card,4.7
B1672,2026-05-23,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,8,31,5,235.6,35.72,New,57,Credit Card,4.8
B1673,2026-03-08,Ahmedabad,Gujarat,Beverages,Beverages,Soft Drink,Coca-Cola,1,558,5,530.1,124.11,New,21,Wallet,3
B1674,2026-05-17,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,7,414,0,2898,641.39,Returning,27,Cash,4.5
B1675,2026-01-01,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,7,310,0,2170,179.77,New,45,Wallet,3.2
B1676,2026-06-14,Delhi,Delhi,Snacks,Snacks,Chips,Lay's,8,183,0,1464,137.98,New,57,Credit Card,5
B1677,2026-02-20,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,6,109,0,654,150.07,Returning,12,Wallet,4.5
B1678,2026-02-28,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,2,658,10,1184.4,141.51,New,45,Wallet,4.8
B1679,2026-03-09,Pune,Maharashtra,Snacks,Snacks,Biscuits,Britannia,7,519,20,2906.4,680.51,New,47,Credit Card,4.8
B1680,2026-03-31,Bengaluru,Karnataka,Beverages,Beverages,Soft Drink,Coca-Cola,5,671,10,3019.5,749.1,New,22,UPI,4.8
B1681,2026-05-05,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,2,738,10,1328.4,326.79,New,16,Wallet,4.2
B1682,2026-03-03,Jaipur,Rajasthan,Snacks,Snacks,Biscuits,Britannia,1,760,5,722,117.48,Returning,36,Wallet,3.1
B1683,2026-01-08,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,4,184,20,588.8,113.47,Returning,48,UPI,3.7
B1684,2026-06-20,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,6,518,10,2797.2,694.34,New,49,UPI,3.5
B1685,2026-03-17,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,5,120,0,600,147.84,New,55,Cash,3.7
B1686,2026-04-28,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,3,760,20,1824,435.87,Returning,14,UPI,4.2
B1687,2026-03-17,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,6,310,10,1674,394.7,Returning,23,Cash,3.2
B1688,2026-03-07,Jaipur,Rajasthan,Grocery,Grocery,Rice,Fortune,5,264,10,1188,169.01,Returning,52,Credit Card,3.4
B1689,2026-06-06,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,3,403,0,1209,167.15,New,28,Cash,4.9
B1690,2026-06-27,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,5,587,10,2641.5,320.99,Returning,36,UPI,4.6
B1691,2026-04-28,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,4,530,20,1696,174.52,Returning,18,Credit Card,4.1
B1692,2026-04-06,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,6,211,10,1139.4,165.34,New,58,UPI,4.5
B1693,2026-04-06,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,4,623,0,2492,460.56,Returning,45,Cash,3.9
B1694,2026-04-19,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,7,193,0,1351,207.43,New,24,Cash,3.6
B1695,2026-01-22,Delhi,Delhi,Dairy,Dairy,Milk,Amul,4,193,10,694.8,140.79,New,46,Wallet,4.9
B1696,2026-02-27,Pune,Maharashtra,Fruits,Fruits,Apple,Fresh,7,612,20,3427.2,499.74,New,34,Credit Card,3.4
B1697,2026-06-17,Mumbai,Maharashtra,Snacks,Snacks,Biscuits,Britannia,7,584,5,3883.6,466.77,Returning,32,Cash,4.8
B1698,2026-05-18,Mumbai,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,3,594,20,1425.6,177.47,Returning,47,UPI,4
B1699,2026-05-23,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,8,551,0,4408,601.18,New,43,Cash,3.9
B1700,2026-05-13,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,6,234,10,1263.6,195.14,Returning,36,UPI,3.1
B1701,2026-04-16,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,6,191,5,1088.7,189.79,New,44,UPI,3.3
B1702,2026-03-20,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,1,686,10,617.4,126.6,New,13,Cash,4.4
B1703,2026-05-18,Ahmedabad,Gujarat,Dairy,Dairy,Milk,Amul,8,670,15,4556,913.14,New,17,Cash,3.3
B1704,2026-02-24,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,1,529,15,449.65,77.67,New,10,Cash,3.8
B1705,2026-02-19,Pune,Maharashtra,Fruits,Fruits,Banana,Fresh,4,536,5,2036.8,176.85,New,45,Credit Card,3.7
B1706,2026-06-24,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,5,589,5,2797.75,571.29,New,39,Cash,3.1
B1707,2026-01-17,Delhi,Delhi,Dairy,Dairy,Milk,Amul,5,547,10,2461.5,206.53,Returning,37,Credit Card,4.7
B1708,2026-04-23,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,8,376,10,2707.2,594.99,Returning,10,Wallet,4
B1709,2026-06-14,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,4,753,0,3012,242.35,Returning,41,UPI,3.3
B1710,2026-02-28,Pune,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,5,562,15,2388.5,585.52,New,46,Cash,3.1
B1711,2026-02-23,Delhi,Delhi,Snacks,Snacks,Chips,Lay's,8,648,10,4665.6,432.39,New,53,UPI,4.9
B1712,2026-06-07,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,8,128,5,972.8,142.36,Returning,42,UPI,3.8
B1713,2026-02-22,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,1,22,15,18.7,1.54,New,33,Cash,4
B1714,2026-05-07,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,7,610,15,3629.5,337.69,Returning,28,UPI,4.6
B1715,2026-05-14,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,3,606,15,1545.3,319.39,New,27,Cash,3.5
B1716,2026-05-04,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,8,788,0,6304,1180.84,New,11,Wallet,3.7
B1717,2026-03-13,Bengaluru,Karnataka,Beverages,Beverages,Soft Drink,Coca-Cola,5,494,10,2223,345.09,Returning,25,Wallet,4.7
B1718,2026-06-16,Bengaluru,Karnataka,Grocery,Grocery,Rice,Fortune,2,439,0,878,210.5,Returning,27,Wallet,4.6
B1719,2026-02-21,Ahmedabad,Gujarat,Grocery,Grocery,Atta,Aashirvaad,1,305,0,305,74.08,Returning,32,UPI,3.4
B1720,2026-02-23,Delhi,Delhi,Beverages,Beverages,Juice,Real,3,161,20,386.4,69.15,Returning,59,Cash,4
B1721,2026-01-28,Pune,Maharashtra,Grocery,Grocery,Atta,Aashirvaad,5,93,10,418.5,39.5,New,41,Wallet,3.7
B1722,2026-03-23,Delhi,Delhi,Dairy,Dairy,Milk,Amul,5,670,5,3182.5,489.42,New,11,Credit Card,4
B1723,2026-05-07,Jaipur,Rajasthan,Dairy,Dairy,Curd,Mother Dairy,8,115,0,920,158.78,New,51,Wallet,4.1
B1724,2026-05-22,Bengaluru,Karnataka,Beverages,Beverages,Soft Drink,Coca-Cola,6,39,15,198.9,17.6,New,19,Cash,3.7
B1725,2026-01-28,Ahmedabad,Gujarat,Snacks,Snacks,Chips,Lay's,3,505,0,1515,166.72,New,48,UPI,3.2
B1726,2026-05-15,Bengaluru,Karnataka,Dairy,Dairy,Milk,Amul,1,742,10,667.8,88.27,New,11,UPI,3.3
B1727,2026-03-18,Delhi,Delhi,Fruits,Fruits,Banana,Fresh,8,269,5,2044.4,282.78,New,55,Wallet,4.8
B1728,2026-05-25,Ahmedabad,Gujarat,Dairy,Dairy,Curd,Mother Dairy,5,30,0,150,26.38,Returning,57,UPI,4.9
B1729,2026-02-24,Delhi,Delhi,Grocery,Grocery,Rice,Fortune,3,89,20,213.6,36.77,Returning,28,UPI,4.3
B1730,2026-06-20,Bengaluru,Karnataka,Beverages,Beverages,Juice,Real,1,617,20,493.6,89.06,Returning,35,Credit Card,3.1
B1731,2026-05-30,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,7,628,10,3956.4,979.32,Returning,48,UPI,4.5
B1732,2026-05-04,Ahmedabad,Gujarat,Fruits,Fruits,Banana,Fresh,3,641,10,1730.7,427.59,Returning,42,Credit Card,3
B1733,2026-06-10,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,6,272,15,1387.2,178.26,Returning,55,Credit Card,4.9
B1734,2026-03-13,Ahmedabad,Gujarat,Dairy,Dairy,Milk,Amul,2,597,15,1014.9,231.44,Returning,33,UPI,4.7
B1735,2026-04-21,Mumbai,Maharashtra,Dairy,Dairy,Curd,Mother Dairy,4,594,5,2257.2,559.55,Returning,29,Wallet,4.7
B1736,2026-05-13,Delhi,Delhi,Beverages,Beverages,Juice,Real,3,87,0,261,41.39,New,23,UPI,4.8
B1737,2026-05-26,Bengaluru,Karnataka,Beverages,Beverages,Soft Drink,Coca-Cola,2,354,10,637.2,126,New,25,UPI,3.9
B1738,2026-03-11,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,2,582,5,1105.8,223.68,Returning,51,Credit Card,3.5
B1739,2026-06-17,Jaipur,Rajasthan,Fruits,Fruits,Apple,Fresh,2,760,15,1292,183.62,New,47,Credit Card,3.6
B1740,2026-03-14,Bengaluru,Karnataka,Fruits,Fruits,Apple,Fresh,1,618,0,618,153.31,Returning,60,Credit Card,4.3
B1741,2026-03-07,Delhi,Delhi,Dairy,Dairy,Milk,Amul,7,120,5,798,174.43,New,51,Cash,3.7
B1742,2026-03-21,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,2,305,0,610,92.92,New,21,Wallet,3.7
B1743,2026-02-26,Delhi,Delhi,Beverages,Beverages,Juice,Real,5,264,5,1254,187.32,Returning,57,Cash,4.1
B1744,2026-03-25,Jaipur,Rajasthan,Fruits,Fruits,Apple,Fresh,4,577,15,1961.8,323.39,New,18,Cash,4.5
B1745,2026-03-29,Bengaluru,Karnataka,Snacks,Snacks,Biscuits,Britannia,2,722,15,1227.4,242.85,New,45,Cash,3.4
B1746,2026-05-28,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,7,456,20,2553.6,325.36,Returning,52,Wallet,5
B1747,2026-02-22,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,3,712,15,1815.6,403.16,Returning,58,Cash,4.6
B1748,2026-02-21,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,2,688,15,1169.6,253.39,New,35,Wallet,4.7
B1749,2026-01-29,Jaipur,Rajasthan,Fruits,Fruits,Apple,Fresh,6,47,20,225.6,48.11,New,29,Wallet,3.6
B1750,2026-03-05,Pune,Maharashtra,Beverages,Beverages,Juice,Real,3,721,5,2054.85,439.2,New,17,UPI,3.6
B1751,2026-02-13,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,5,550,20,2200,344.37,New,60,Wallet,3.2
B1752,2026-01-19,Delhi,Delhi,Grocery,Grocery,Atta,Aashirvaad,2,528,5,1003.2,81.59,New,29,Cash,3.1
B1753,2026-04-24,Bengaluru,Karnataka,Snacks,Snacks,Chips,Lay's,5,79,20,316,64.13,Returning,18,UPI,4.9
B1754,2026-06-14,Ahmedabad,Gujarat,Grocery,Grocery,Rice,Fortune,2,156,20,249.6,51.95,Returning,33,Credit Card,3
B1755,2026-03-31,Jaipur,Rajasthan,Snacks,Snacks,Chips,Lay's,3,121,10,326.7,26.47,Returning,33,Wallet,3.4
B1756,2026-01-27,Pune,Maharashtra,Snacks,Snacks,Biscuits,Britannia,7,371,20,2077.6,388.66,New,52,Credit Card,3.3
B1757,2026-06-22,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,2,633,20,1012.8,123.73,New,55,UPI,3
B1758,2026-04-13,Pune,Maharashtra,Beverages,Beverages,Soft Drink,Coca-Cola,1,192,20,153.6,35.96,Returning,32,Credit Card,4.2
B1759,2026-03-10,Jaipur,Rajasthan,Beverages,Beverages,Soft Drink,Coca-Cola,7,79,20,442.4,108.12,Returning,27,Credit Card,4.7
B1760,2026-06-09,Delhi,Delhi,Fruits,Fruits,Apple,Fresh,2,678,0,1356,116.96,Returning,19,UPI,4.6
B1761,2026-02-06,Ahmedabad,Gujarat,Dairy,Dairy,Milk,Amul,4,192,5,729.6,129.14,New,47,Cash,3.6
B1762,2026-04-17,Pune,Maharashtra,Dairy,Dairy,Milk,Amul,1,731,10,657.9,86.73,New,25,Credit Card,4.7
B1763,2026-04-18,Jaipur,Rajasthan,Beverages,Beverages,Soft Drink,Coca-Cola,3,400,5,1140,176.3,Returning,56,UPI,3.1
B1764,2026-04-11,Bengaluru,Karnataka,Dairy,Dairy,Curd,Mother Dairy,3,245,0,735,161.42,New,40,Wallet,4.1
B1765,2026-06-20,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,3,274,20,657.6,90.44,New,38,Wallet,4.2
B1766,2026-02-20,Jaipur,Rajasthan,Fruits,Fruits,Banana,Fresh,6,217,0,1302,107.48,New,21,Credit Card,4.4
B1767,2026-05-27,Mumbai,Maharashtra,Dairy,Dairy,Milk,Amul,3,193,5,550.05,84.87,Returning,10,UPI,4.1
B1768,2026-05-09,Ahmedabad,Gujarat,Fruits,Fruits,Apple,Fresh,4,241,15,819.4,188.58,New,14,Wallet,4.8
B1769,2026-05-25,Delhi,Delhi,Snacks,Snacks,Chips,Lay's,8,61,15,414.8,49.36,New,57,Credit Card,3.3
B1770,2026-05-06,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,4,613,0,2452,424.83,New,13,Cash,3.6
B1771,2026-03-22,Pune,Maharashtra,Snacks,Snacks,Biscuits,Britannia,1,450,0,450,82.38,Returning,40,UPI,4.1
B1772,2026-02-15,Delhi,Delhi,Dairy,Dairy,Curd,Mother Dairy,7,247,5,1642.55,208.82,New,17,Wallet,3.1
B1773,2026-06-07,Mumbai,Maharashtra,Beverages,Beverages,Juice,Real,6,562,0,3372,352.1,Returning,13,Wallet,4
B1774,2026-01-29,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,4,115,10,414,80,New,16,Credit Card,4.5
B1775,2026-01-31,Ahmedabad,Gujarat,Snacks,Snacks,Biscuits,Britannia,3,673,5,1918.05,202.4,New,23,Wallet,4.9
B1776,2026-04-30,Pune,Maharashtra,Snacks,Snacks,Chips,Lay's,3,785,10,2119.5,528.97,New,26,Credit Card,4.3
B1777,2026-01-22,Mumbai,Maharashtra,Grocery,Grocery,Rice,Fortune,1,275,10,247.5,35.62,Returning,26,UPI,4.1
B1778,2026-05-30,Mumbai,Maharashtra,Snacks,Snacks,Chips,Lay's,2,35,10,63,12.41,New,42,Cash,3
B1779,2026-02-07,Ahmedabad,Gujarat,Dairy,Dairy,Milk,Amul,4,684,20,2188.8,513.58,New,43,Credit Card,3.7
B1780,2026-03-07,Pune,Maharashtra,Grocery,Grocery,Rice,Fortune,7,753,0,5271,943.43,New,58,Wallet,3.5
B1781,2026-02-08,Delhi,Delhi,Snacks,Snacks,Biscuits,Britannia,7,455,0,3185,440.68,Returning,58,Wallet,4.4
B1782,2026-02-23,Bengaluru,Karnataka,Grocery,Grocery,Atta,Aashirvaad,4,776,5,2948.8,549.63,Returning,50,Wallet,4.6
B1783,2026-06-03,Delhi,Delhi,Beverages,Beverages,Soft Drink,Coca-Cola,3,267,10,720.9,79.61,Returning,22,Cash,3.9
